Rk,Team,Date,Season,Pts,PtsO,Rate,TO,Y/P,DY/P,ToP,Rate,Att,Att,Day,G#,Week,Away,Opp,Result,Pts,PtsO,PtDif,PC,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Rush_Att,Rush_Yds,Rush_Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Opp_Rush_Att,Opp_Rush_Yds,Y/A,TD,Rush,Pass,Tot,TO
1174,BAL,2022-11-20,2022,13,3,76.5,2,4.67,3.80,33:14,51.2,30,17,Sun,10,11,,CAR,W 13-3,13,3,10,16,24,33,9,72.7,193,0,1,0.0,3.0,76.5,3,16,8.33,5.8,5.36,4.48,4.11,8.0,30,115,3.8,1,308,66,4.67,54,3.80,1,33:14,3:12,21,33,63.6,169,0,4,27,2,51.2,17,36,2.1,0,79,24,103,2
1175,KAN,2022-11-20,2022,30,27,120.8,1,7.82,5.62,27:41,109.0,27,30,Sun,10,11,@,LAC,W 30-27,30,27,3,57,20,34,14,58.8,322,3,0,8.8,0.0,120.8,1,7,2.86,9.5,9.20,11.24,10.91,16.1,27,163,6.0,0,485,62,7.82,65,5.62,1,27:41,2:58,23,30,76.7,250,2,5,30,1,109.0,30,115,3.8,1,48,72,120,1
1176,LAC,2022-11-20,2022,27,30,113.2,-1,5.62,7.82,32:19,120.0,30,27,Sun,10,11,,KAN,L 27-30,27,30,-3,57,23,30,7,76.7,250,2,1,6.7,3.3,113.2,5,30,14.29,8.3,7.14,8.17,7.00,10.9,30,115,3.8,1,365,65,5.62,62,7.82,2,32:19,2:58,20,34,58.8,322,3,1,7,0,120.0,27,163,6.0,0,-48,-72,-120,-1
1177,GNB,2022-11-17,2022,17,27,94.7,1,4.59,6.38,27:32,132.8,19,32,Thu,11,11,,TEN,L 17-27,17,27,-10,44,24,39,15,61.5,215,2,0,5.1,0.0,94.7,1,12,2.50,5.5,5.38,6.54,6.38,9.0,19,56,2.9,0,271,59,4.59,64,6.38,0,27:32,3:02,24,29,82.8,320,3,3,17,1,132.8,32,88,2.8,1,-32,-105,-137,1
1178,TEN,2022-11-17,2022,27,17,135.2,-1,6.38,4.59,32:28,93.4,32,19,Thu,10,11,@,GNB,W 27-17,27,17,10,44,24,29,5,82.8,320,3,1,10.3,3.4,135.2,3,17,9.38,11.0,10.00,11.55,10.47,13.3,32,88,2.8,1,408,64,6.38,59,4.59,1,32:28,3:02,24,39,61.5,215,2,1,12,0,93.4,19,56,2.9,0,32,105,137,-1
1179,PHI,2022-11-14,2022,21,32,94.2,-2,5.62,4.07,19:36,62.1,20,49,Mon,9,10,,WAS,L 21-32,21,32,-11,53,17,26,9,65.4,170,2,1,7.7,3.8,94.2,1,5,3.70,6.5,6.30,6.35,6.11,10.0,20,94,4.7,1,264,47,5.62,81,4.07,4,19:36,2:54,17,29,58.6,178,0,3,33,1,62.1,49,152,3.1,2,-58,-8,-66,-2
1180,WAS,2022-11-14,2022,32,21,66.9,2,4.07,5.62,40:24,93.4,49,20,Mon,10,10,@,PHI,W 32-21,32,21,11,53,17,29,12,58.6,178,0,1,0.0,3.4,66.9,3,33,9.38,6.1,5.56,4.59,4.16,10.5,49,152,3.1,2,330,81,4.07,47,5.62,2,40:24,2:54,17,26,65.4,170,2,1,5,1,93.4,20,94,4.7,1,58,8,66,2
1181,BUF,2022-11-13,2022,30,33,78.6,-2,6.75,6.09,33:46,69.9,27,25,Sun,9,10,,MIN,L 30-33 (OT),30,33,-3,63,29,43,14,67.4,311,1,2,2.3,4.7,78.6,2,19,4.44,7.2,6.91,5.60,5.36,10.7,27,175,6.5,2,486,72,6.75,79,6.09,4,33:46,3:46,30,50,60.0,334,1,4,23,2,69.9,25,147,5.9,2,28,-23,5,-2
1182,MIN,2022-11-13,2022,33,30,71.8,2,6.09,6.75,35:02,76.8,25,27,Sun,9,10,@,BUF,W 33-30 (OT),33,30,3,63,30,50,20,60.0,334,1,2,2.0,4.0,71.8,4,23,7.41,6.7,6.19,5.28,4.89,11.1,25,147,5.9,2,481,79,6.09,72,6.75,2,35:02,3:46,29,43,67.4,311,1,2,19,2,76.8,27,175,6.5,2,-28,23,-5,2
1183,CHI,2022-11-13,2022,30,31,99.4,-1,7.03,5.47,29:12,112.3,35,31,Sun,10,10,,DET,L 30-31,30,31,-1,61,12,20,8,60.0,150,2,1,10.0,5.0,99.4,3,17,13.04,7.5,6.52,7.25,6.30,12.5,35,258,7.4,2,408,58,7.03,59,5.47,1,29:12,2:57,19,26,73.1,228,1,2,8,0,112.3,31,95,3.1,2,163,-78,85,-1
1184,DET,2022-11-13,2022,31,30,113.6,1,5.47,7.03,30:48,95.8,31,35,Sun,9,10,@,CHI,W 31-30,31,30,1,61,19,26,7,73.1,228,1,0,3.8,0.0,113.6,2,8,7.14,8.8,8.14,9.54,8.86,12.0,31,95,3.1,2,323,59,5.47,58,7.03,0,30:48,2:57,12,20,60.0,150,2,3,17,1,95.8,35,258,7.4,2,-163,78,-85,1
1185,DAL,2022-11-13,2022,28,31,78.6,0,5.33,6.80,30:59,143.3,31,39,Sun,9,10,@,GNB,L 28-31 (OT),28,31,-3,59,27,46,19,58.7,262,3,2,6.5,4.3,78.6,2,3,4.17,5.7,5.46,5.04,4.83,9.7,31,159,5.1,1,421,79,5.33,61,6.80,2,30:59,3:28,14,20,70.0,208,3,2,16,0,143.3,39,207,5.3,1,-48,54,6,0
1186,GNB,2022-11-13,2022,31,28,146.7,0,6.80,5.33,35:55,78.4,39,31,Sun,10,10,,DAL,W 31-28 (OT),31,28,3,59,14,20,6,70.0,208,3,0,15.0,0.0,146.7,2,16,9.09,10.4,9.45,13.40,12.18,14.9,39,207,5.3,1,415,61,6.80,79,5.33,2,35:55,3:28,27,46,58.7,262,3,2,3,2,78.4,31,159,5.1,1,48,-54,-6,0
1187,JAX,2022-11-13,2022,17,27,106.1,3,5.16,7.84,31:39,129.6,16,27,Sun,10,10,@,KAN,L 17-27,17,27,-10,44,29,40,11,72.5,240,2,0,5.0,0.0,106.1,5,19,11.11,6.0,5.33,7.00,6.22,8.3,16,75,4.7,0,315,61,5.16,62,7.84,0,31:39,2:58,26,35,74.3,331,4,0,0,1,129.6,27,155,5.7,0,-80,-91,-171,3
1188,KAN,2022-11-13,2022,27,17,129.6,-3,7.84,5.16,28:21,104.2,27,16,Sun,9,10,,JAX,W 27-17,27,17,10,44,26,35,9,74.3,331,4,1,11.4,2.9,129.6,0,0,0.00,9.5,9.46,10.46,10.46,12.7,27,155,5.7,0,486,62,7.84,61,5.16,3,28:21,2:58,29,40,72.5,240,2,5,19,0,104.2,16,75,4.7,0,80,91,171,-3
1189,CLE,2022-11-13,2022,17,39,89.2,-1,4.79,7.33,26:46,134.3,24,33,Sun,9,10,@,MIA,L 17-39,17,39,-22,56,22,35,13,62.9,185,1,0,2.9,0.0,89.2,3,27,7.89,5.3,4.87,5.86,5.39,8.4,24,112,4.7,1,297,62,4.79,67,7.33,1,26:46,2:54,26,33,78.8,296,3,1,6,0,134.3,33,195,5.9,2,-83,-111,-194,-1
1190,MIA,2022-11-13,2022,39,17,135.1,1,7.33,4.79,33:14,86.0,33,24,Sun,10,10,,CLE,W 39-17,39,17,22,56,26,33,7,78.8,296,3,0,9.1,0.0,135.1,1,6,2.94,9.0,8.71,10.79,10.47,11.4,33,195,5.9,2,491,67,7.33,62,4.79,0,33:14,2:54,22,35,62.9,185,1,3,27,0,86.0,24,112,4.7,1,83,111,194,1
1191,HOU,2022-11-13,2022,16,24,85.3,-2,6.45,5.48,26:40,148.2,19,47,Sun,9,10,@,NYG,L 16-24,16,24,-8,40,22,37,15,59.5,286,1,1,2.7,2.7,85.3,4,33,9.76,7.7,6.98,7.05,6.37,13.0,19,101,5.3,0,387,60,6.45,67,5.48,2,26:40,3:12,13,17,76.5,176,2,3,21,0,148.2,47,191,4.1,1,-90,110,20,-2
1192,NYG,2022-11-13,2022,24,16,153.3,2,5.48,6.45,33:20,81.6,47,19,Sun,9,10,,HOU,W 24-16,24,16,8,40,13,17,4,76.5,176,2,0,11.8,0.0,153.3,3,21,15.00,10.4,8.80,12.71,10.80,13.5,47,191,4.1,1,367,67,5.48,60,6.45,0,33:20,3:12,22,37,59.5,286,1,4,33,1,81.6,19,101,5.3,0,90,-110,-20,2
1193,DEN,2022-11-13,2022,10,17,70.1,0,4.29,5.12,33:57,92.8,25,23,Sun,9,10,@,TEN,L 10-17,10,17,-7,27,21,42,21,50.0,248,1,1,2.4,2.4,70.1,6,38,12.50,5.9,5.17,5.31,4.65,11.8,25,65,2.6,0,313,73,4.29,60,5.12,1,33:57,3:20,19,36,52.8,244,2,1,11,0,92.8,23,63,2.7,0,2,4,6,0
1194,TEN,2022-11-13,2022,17,10,94.1,0,5.12,4.29,26:03,66.4,23,25,Sun,9,10,,DEN,W 17-10,17,10,7,27,19,36,17,52.8,244,2,0,5.6,0.0,94.1,1,11,2.70,6.8,6.59,7.89,7.68,12.8,23,63,2.7,0,307,60,5.12,73,4.29,1,26:03,3:20,21,42,50.0,248,1,6,38,1,66.4,25,65,2.6,0,-2,-4,-6,0
1195,NOR,2022-11-13,2022,10,20,60.7,-2,4.13,4.80,21:04,74.6,15,43,Sun,10,10,@,PIT,L 10-20,10,20,-10,30,17,28,11,60.7,157,1,2,3.6,7.1,60.7,2,17,6.67,5.6,5.23,3.11,2.90,9.2,15,29,1.9,0,186,45,4.13,79,4.80,2,21:04,2:50,18,30,60.0,162,0,6,37,0,74.6,43,217,5.0,2,-188,-5,-193,-2
1196,PIT,2022-11-13,2022,20,10,79.7,2,4.80,4.13,38:56,58.2,43,15,Sun,9,10,,NOR,W 20-10,20,10,10,30,18,30,12,60.0,162,0,0,0.0,0.0,79.7,6,37,16.67,5.4,4.50,5.40,4.50,9.0,43,217,5.0,2,379,79,4.80,45,4.13,0,38:56,2:50,17,28,60.7,157,1,2,17,2,58.2,15,29,1.9,0,188,5,193,2
1197,IND,2022-11-13,2022,25,20,109.5,-1,7.03,4.83,29:01,97.7,30,24,Sun,10,10,@,LVR,W 25-20,25,20,5,45,21,28,7,75.0,208,1,0,3.6,0.0,109.5,1,14,3.45,7.4,7.17,8.14,7.86,9.9,30,207,6.9,2,415,59,7.03,64,4.83,1,29:01,3:02,24,38,63.2,232,2,2,16,0,97.7,24,77,3.2,1,130,-24,106,-1
1198,LVR,2022-11-13,2022,20,25,99.5,1,4.83,7.03,30:59,107.4,24,30,Sun,9,10,,IND,L 20-25,20,25,-5,45,24,38,14,63.2,232,2,0,5.3,0.0,99.5,2,16,5.00,6.1,5.80,7.16,6.80,9.7,24,77,3.2,1,309,64,4.83,59,7.03,0,30:59,3:02,21,28,75.0,208,1,1,14,0,107.4,30,207,6.9,2,-130,24,-106,1
1199,ARI,2022-11-13,2022,27,17,96.5,2,4.58,4.27,32:01,77.5,26,20,Sun,10,10,@,LAR,W 27-17,27,17,10,44,26,37,11,70.3,220,1,0,2.7,0.0,96.5,2,18,5.13,5.9,5.64,6.49,6.15,8.5,26,78,3.0,2,298,65,4.58,60,4.27,0,32:01,3:00,25,37,67.6,190,1,3,19,1,77.5,20,66,3.3,1,12,30,42,2
1200,LAR,2022-11-13,2022,17,27,79.7,-2,4.27,4.58,27:59,94.4,20,26,Sun,9,10,,ARI,L 17-27,17,27,-10,44,25,37,12,67.6,190,1,1,2.7,2.7,79.7,3,19,7.50,5.1,4.75,4.46,4.13,7.6,20,66,3.3,1,256,60,4.27,65,4.58,2,27:59,3:00,26,37,70.3,220,1,2,18,0,94.4,26,78,3.0,2,-12,-30,-42,-2
1201,LAC,2022-11-13,2022,16,22,69.2,0,4.25,5.53,23:01,92.9,16,41,Sun,9,10,@,SFO,L 16-22,16,22,-6,38,21,37,16,56.8,187,1,1,2.7,2.7,69.2,3,9,7.50,5.1,4.68,4.38,4.05,8.9,16,51,3.2,0,238,56,4.25,70,5.53,1,23:01,2:59,19,28,67.9,230,0,1,10,0,92.9,41,157,3.8,2,-106,-43,-149,0
1202,SFO,2022-11-13,2022,22,16,94.3,0,5.53,4.25,36:59,68.2,41,16,Sun,9,10,,LAC,W 22-16,22,16,6,38,19,28,9,67.9,230,0,0,0.0,0.0,94.3,1,10,3.45,8.2,7.93,8.21,7.93,12.1,41,157,3.8,2,387,70,5.53,56,4.25,1,36:59,2:59,21,37,56.8,187,1,3,9,1,68.2,16,51,3.2,0,106,43,149,0
1203,SEA,2022-11-13,2022,16,21,115.1,1,5.66,5.66,23:05,93.5,14,44,Sun,10,10,@,TAM,L 16-21,16,21,-5,37,23,33,10,69.7,244,2,0,6.1,0.0,115.1,3,31,8.33,7.4,6.78,8.61,7.89,10.6,14,39,2.8,0,283,50,5.66,74,5.66,1,23:05,2:48,22,30,73.3,258,2,0,0,2,93.5,44,161,3.7,1,-122,-14,-136,1
1204,TAM,2022-11-13,2022,21,16,93.5,-1,5.66,5.66,36:55,111.2,44,14,Sun,10,10,,SEA,W 21-16,21,16,5,37,22,30,8,73.3,258,2,2,6.7,6.7,93.5,0,0,0.00,8.6,8.60,6.93,6.93,11.7,44,161,3.7,1,419,74,5.66,50,5.66,2,36:55,2:48,23,33,69.7,244,2,3,31,0,111.2,14,39,2.8,0,122,14,136,-1
1205,ATL,2022-11-10,2022,15,25,89.0,-1,4.85,5.20,25:48,80.5,25,47,Thu,10,10,@,CAR,L 15-25,15,25,-10,40,19,30,11,63.3,153,2,1,6.7,3.3,89.0,5,33,14.29,5.1,4.37,4.93,4.23,8.1,25,138,5.5,0,291,60,4.85,64,5.20,1,25:48,3:00,10,16,62.5,101,0,1,7,0,80.5,47,232,4.9,2,-94,52,-42,-1
1206,CAR,2022-11-10,2022,25,15,82.3,1,5.20,4.85,34:12,84.4,47,25,Thu,10,10,,ATL,W 25-15,25,15,10,40,10,16,6,62.5,101,0,0,0.0,0.0,82.3,1,7,5.88,6.3,5.94,6.31,5.94,10.1,47,232,4.9,2,333,64,5.20,60,4.85,0,34:12,3:00,19,30,63.3,153,2,5,33,1,84.4,25,138,5.5,0,94,-52,42,1
1207,NOR,2022-11-07,2022,13,27,85.8,-1,4.96,4.91,22:13,87.5,15,40,Mon,9,9,,BAL,L 13-27,13,27,-14,40,20,30,10,66.7,195,1,1,3.3,3.3,85.8,4,28,11.76,6.5,5.74,5.67,5.00,9.8,15,48,3.2,0,243,49,4.96,65,4.91,1,22:13,2:52,12,22,54.5,131,1,3,2,0,87.5,40,188,4.7,2,-140,64,-76,-1
1208,BAL,2022-11-07,2022,27,13,87.9,1,4.91,4.96,37:47,81.9,40,15,Mon,9,9,@,NOR,W 27-13,27,13,14,40,12,22,10,54.5,131,1,0,4.5,0.0,87.9,3,2,12.00,6.0,5.24,6.86,6.04,10.9,40,188,4.7,2,319,65,4.91,49,4.96,0,37:47,2:52,20,30,66.7,195,1,4,28,1,81.9,15,48,3.2,0,140,-64,76,1
1209,ATL,2022-11-06,2022,17,20,68.9,0,5.25,5.01,31:49,82.0,35,24,Sun,9,9,,LAC,L 17-20,17,20,-3,37,12,23,11,52.2,114,0,0,0.0,0.0,68.9,2,15,8.00,5.0,4.56,4.96,4.56,9.5,35,201,5.7,2,315,60,5.25,67,5.01,2,31:49,2:55,30,43,69.8,245,1,0,0,1,82.0,24,91,3.8,1,110,-131,-21,0
1210,LAC,2022-11-06,2022,20,17,82.0,0,5.01,5.25,28:11,66.2,24,35,Sun,8,9,@,ATL,W 20-17,20,17,3,37,30,43,13,69.8,245,1,1,2.3,2.3,82.0,0,0,0.00,5.7,5.70,5.12,5.12,8.2,24,91,3.8,1,336,67,5.01,60,5.25,2,28:11,2:55,12,23,52.2,114,0,2,15,0,66.2,35,201,5.7,2,-110,131,21,0
1211,CHI,2022-11-06,2022,32,35,106.7,0,5.26,7.15,34:46,135.7,40,23,Sun,9,9,,MIA,L 32-35,32,35,-3,67,17,28,11,60.7,116,3,0,10.7,0.0,106.7,2,7,6.67,4.1,3.87,6.29,5.87,6.8,40,252,6.3,1,368,70,5.26,53,7.15,0,34:46,2:59,21,30,70.0,302,3,0,0,0,135.7,23,77,3.3,1,175,-186,-11,0
1212,MIA,2022-11-06,2022,35,32,135.7,0,7.15,5.26,25:14,105.7,23,40,Sun,9,9,@,CHI,W 35-32,35,32,3,67,21,30,9,70.0,302,3,0,10.0,0.0,135.7,0,0,0.00,10.1,10.07,12.07,12.07,14.4,23,77,3.3,1,379,53,7.15,70,5.26,0,25:14,2:59,17,28,60.7,116,3,2,7,0,105.7,40,252,6.3,1,-175,186,11,0
1213,CAR,2022-11-06,2022,21,42,66.5,-3,4.75,6.44,20:39,107.4,18,39,Sun,9,9,@,CIN,L 21-42,21,42,-21,63,17,30,13,56.7,164,2,2,6.7,6.7,66.5,0,0,0.00,5.5,5.47,3.80,3.80,9.6,18,64,3.6,1,228,48,4.75,72,6.44,3,20:39,2:54,25,31,80.6,223,1,2,5,0,107.4,39,241,6.2,5,-177,-59,-236,-3
1214,CIN,2022-11-06,2022,42,21,108.1,3,6.44,4.75,39:21,66.5,39,18,Sun,9,9,,CAR,W 42-21,42,21,21,63,25,31,6,80.6,223,1,0,3.2,0.0,108.1,2,5,6.06,7.2,6.76,7.84,7.36,8.9,39,241,6.2,5,464,72,6.44,48,4.75,0,39:21,2:54,17,30,56.7,164,2,0,0,2,66.5,18,64,3.6,1,177,59,236,3
1215,ARI,2022-11-06,2022,21,31,101.5,0,4.30,6.01,25:29,105.4,21,34,Sun,9,9,,SEA,L 21-31,21,31,-10,52,25,35,10,71.4,140,2,0,5.7,0.0,101.5,5,35,12.50,4.0,3.50,5.14,4.50,5.6,21,122,5.8,0,262,61,4.30,70,6.01,1,25:29,3:04,26,34,76.5,263,2,2,12,1,105.4,34,158,4.6,2,-36,-123,-159,0
1216,SEA,2022-11-06,2022,31,21,106.9,0,6.01,4.30,34:31,97.3,34,21,Sun,9,9,@,ARI,W 31-21,31,21,10,52,26,34,8,76.5,263,2,1,5.9,2.9,106.9,2,12,5.56,7.7,7.31,7.59,7.17,10.1,34,158,4.6,2,421,70,6.01,61,4.30,1,34:31,3:04,25,35,71.4,140,2,5,35,0,97.3,21,122,5.8,0,36,123,159,0
1217,DET,2022-11-06,2022,15,9,78.5,2,4.46,5.64,25:18,52.8,31,25,Sun,8,9,,GNB,W 15-9,15,9,6,24,14,26,12,53.8,137,2,1,7.7,3.8,78.5,0,0,0.00,5.3,5.27,5.08,5.08,9.8,31,117,3.8,0,254,57,4.46,69,5.64,1,25:18,3:07,23,43,53.5,283,1,1,8,3,52.8,25,106,4.2,0,11,-146,-135,2
1218,GNB,2022-11-06,2022,9,15,53.5,-2,5.64,4.46,34:42,78.5,25,31,Sun,9,9,@,DET,L 9-15,9,15,-6,24,23,43,20,53.5,283,1,3,2.3,7.0,53.5,1,8,2.27,6.6,6.43,3.91,3.82,12.3,25,106,4.2,0,389,69,5.64,57,4.46,3,34:42,3:07,14,26,53.8,137,2,0,0,1,78.5,31,117,3.8,0,-11,146,135,-2
1219,JAX,2022-11-06,2022,27,20,109.0,0,5.93,5.63,32:25,97.9,37,19,Sun,9,9,,LVR,W 27-20,27,20,7,47,25,31,6,80.6,235,1,0,3.2,0.0,109.0,0,0,0.00,7.6,7.58,8.23,8.23,9.4,37,168,4.5,2,403,68,5.93,57,5.63,1,32:25,3:07,21,36,58.3,248,2,2,11,0,97.9,19,73,3.8,0,95,-13,82,0
1220,LVR,2022-11-06,2022,20,27,99.2,0,5.63,5.93,27:35,109.0,19,37,Sun,8,9,@,JAX,L 20-27,20,27,-7,47,21,36,15,58.3,248,2,0,5.6,0.0,99.2,2,11,5.26,6.9,6.53,8.00,7.58,11.8,19,73,3.8,0,321,57,5.63,68,5.93,1,27:35,3:07,25,31,80.6,235,1,0,0,0,109.0,37,168,4.5,2,-95,13,-82,0
1221,KAN,2022-11-06,2022,20,17,80.9,-1,5.48,4.77,41:28,43.0,19,29,Sun,8,9,,TEN,W 20-17 (OT),20,17,3,37,43,68,25,63.2,422,1,1,1.5,1.5,80.9,4,24,5.56,6.2,5.86,5.84,5.51,9.8,19,77,4.1,1,499,91,5.48,48,4.77,1,41:28,3:29,5,16,31.3,57,0,3,23,0,43.0,29,172,5.9,2,-95,365,270,-1
1222,TEN,2022-11-06,2022,17,20,49.0,1,4.77,5.48,26:23,79.4,29,19,Sun,8,9,@,KAN,L 17-20 (OT),17,20,-3,37,5,16,11,31.3,57,0,0,0.0,0.0,49.0,3,23,15.79,3.6,3.00,3.56,3.00,11.4,29,172,5.9,2,229,48,4.77,91,5.48,0,26:23,3:29,43,68,63.2,422,1,4,24,1,79.4,19,77,4.1,1,95,-365,-270,1
1223,IND,2022-11-06,2022,3,26,45.6,0,2.02,3.27,28:54,87.2,22,28,Sun,9,9,@,NWE,L 3-26,3,26,-23,29,15,29,14,51.7,43,0,1,0.0,3.4,45.6,9,60,23.68,1.5,1.13,-0.07,-0.05,2.9,22,78,3.5,0,121,60,2.02,62,3.27,1,28:54,3:00,20,30,66.7,133,1,4,14,0,87.2,28,70,2.5,0,8,-90,-82,0
1224,NWE,2022-11-06,2022,26,3,89.2,0,3.27,2.02,31:06,43.3,28,22,Sun,9,9,,IND,W 26-3,26,3,23,29,20,30,10,66.7,133,1,0,3.3,0.0,89.2,4,14,11.76,4.4,3.91,5.10,4.50,6.7,28,70,2.5,0,203,62,3.27,60,2.02,1,31:06,3:00,15,29,51.7,43,0,9,60,1,43.3,22,78,3.5,0,-8,90,82,0
1225,BUF,2022-11-06,2022,17,20,46.8,-1,5.20,5.08,27:16,98.1,22,34,Sun,8,9,@,NYJ,L 17-20,17,20,-3,37,18,34,16,52.9,183,0,2,0.0,5.9,46.8,5,22,12.82,5.4,4.69,2.74,2.38,10.2,22,134,6.1,2,317,61,5.20,61,5.08,2,27:16,3:04,18,25,72.0,136,1,2,18,0,98.1,34,174,5.1,1,-40,47,7,-1
1226,NYJ,2022-11-06,2022,20,17,101.1,1,5.08,5.20,32:44,44.1,34,22,Sun,9,9,,BUF,W 20-17,20,17,3,37,18,25,7,72.0,136,1,0,4.0,0.0,101.1,2,18,7.41,5.4,5.04,6.24,5.78,7.6,34,174,5.1,1,310,61,5.08,61,5.20,1,32:44,3:04,18,34,52.9,183,0,5,22,2,44.1,22,134,6.1,2,40,-47,-7,1
1227,LAR,2022-11-06,2022,13,16,80.0,0,3.75,4.09,28:44,79.1,24,20,Sun,8,9,@,TAM,L 13-16,13,16,-3,29,13,27,14,48.1,138,1,0,3.7,0.0,80.0,4,27,12.90,5.1,4.45,5.85,5.10,10.6,24,68,2.8,0,206,55,3.75,79,4.09,0,28:44,3:03,36,58,62.1,272,1,1,8,0,79.1,20,51,2.6,0,17,-134,-117,0
1228,TAM,2022-11-06,2022,16,13,79.7,0,4.09,3.75,31:16,75.8,20,24,Sun,9,9,,LAR,W 16-13,16,13,3,29,36,58,22,62.1,272,1,0,1.7,0.0,79.7,1,8,1.69,4.7,4.61,5.03,4.95,7.6,20,51,2.6,0,323,79,4.09,55,3.75,0,31:16,3:03,13,27,48.1,138,1,4,27,0,75.8,24,68,2.8,0,-17,134,117,0
1229,MIN,2022-11-06,2022,20,17,81.6,0,4.63,4.31,29:13,74.4,22,30,Sun,8,9,@,WAS,W 20-17,20,17,3,37,23,41,18,56.1,245,2,1,4.9,2.4,81.6,2,17,4.65,6.0,5.70,5.85,5.58,10.7,22,56,2.5,0,301,65,4.63,61,4.31,1,29:13,3:08,15,28,53.6,126,2,3,23,1,74.4,30,137,4.6,0,-81,119,38,0
1230,WAS,2022-11-06,2022,17,20,77.8,0,4.31,4.63,30:47,79.8,30,22,Sun,9,9,,MIN,L 17-20,17,20,-3,37,15,28,13,53.6,126,2,1,7.1,3.6,77.8,3,23,9.68,4.5,4.06,4.32,3.90,8.4,30,137,4.6,0,263,61,4.31,65,4.63,1,30:47,3:08,23,41,56.1,245,2,2,17,1,79.8,22,56,2.5,0,81,-119,-38,0
1231,HOU,2022-11-03,2022,17,29,72.9,-1,5.32,5.81,31:47,124.8,32,31,Thu,8,9,,PHI,L 17-29,17,29,-12,46,13,22,9,59.1,135,2,2,9.1,9.1,72.9,3,19,12.00,6.1,5.40,3.86,3.40,10.4,32,168,5.3,0,303,57,5.32,62,5.81,2,31:47,2:50,21,27,77.8,217,2,4,26,0,124.8,31,143,4.6,2,25,-82,-57,-1
1232,PHI,2022-11-03,2022,29,17,128.9,1,5.81,5.32,28:13,69.3,31,32,Thu,8,9,@,HOU,W 29-17,29,17,12,46,21,27,6,77.8,217,2,0,7.4,0.0,128.9,4,26,12.90,8.0,7.00,9.52,8.29,10.3,31,143,4.6,2,360,62,5.81,57,5.32,1,28:13,2:50,13,22,59.1,135,2,3,19,2,69.3,32,168,5.3,0,-25,82,57,1
1233,CIN,2022-10-31,2022,13,32,96.4,0,4.58,6.38,23:15,108.6,10,44,Mon,8,8,@,CLE,L 13-32,13,32,-19,45,25,35,10,71.4,193,2,1,5.7,2.9,96.4,5,39,12.50,5.5,4.83,5.37,4.70,7.7,10,36,3.6,0,229,50,4.58,69,6.38,2,23:15,2:52,17,23,73.9,268,1,2,10,1,108.6,44,172,3.9,3,-136,-75,-211,0
1234,CLE,2022-10-31,2022,32,13,110.4,0,6.38,4.58,36:45,91.7,44,10,Mon,8,8,,CIN,W 32-13,32,13,19,45,17,23,6,73.9,268,1,1,4.3,4.3,110.4,2,10,8.00,11.7,10.72,10.57,9.72,15.8,44,172,3.9,3,440,69,6.38,50,4.58,2,36:45,2:52,25,35,71.4,193,2,5,39,1,91.7,10,36,3.6,0,136,75,211,0
1235,ATL,2022-10-30,2022,37,34,105.2,-1,6.06,6.55,36:34,79.5,37,36,Sun,8,8,,CAR,W 37-34 (OT),37,34,3,71,20,28,8,71.4,239,3,2,10.7,7.1,105.2,2,14,6.67,8.5,7.97,7.46,6.97,12.0,37,167,4.5,0,406,67,6.06,73,6.55,2,36:34,3:39,19,36,52.8,309,1,1,8,1,79.5,36,169,4.7,3,-2,-70,-72,-1
1236,CAR,2022-10-30,2022,34,37,80.4,1,6.55,6.06,31:31,103.1,36,37,Sun,8,8,@,ATL,L 34-37 (OT),34,37,-3,71,19,36,17,52.8,309,1,1,2.8,2.8,80.4,1,8,2.70,8.6,8.35,7.89,7.68,16.3,36,169,4.7,3,478,73,6.55,67,6.06,1,31:31,3:39,20,28,71.4,239,3,2,14,2,103.1,37,167,4.5,0,2,70,72,1
1237,BUF,2022-10-30,2022,27,17,75.1,-1,6.83,6.32,26:12,89.6,27,31,Sun,7,8,,GNB,W 27-17,27,17,10,44,13,25,12,52.0,216,2,2,8.0,8.0,75.1,2,2,7.41,8.6,8.00,6.64,6.15,16.6,27,153,5.7,1,369,54,6.83,63,6.32,2,26:12,3:04,19,30,63.3,190,2,2,13,1,89.6,31,208,6.7,0,-55,26,-29,-1
1238,GNB,2022-10-30,2022,17,27,91.4,1,6.32,6.83,33:48,74.7,31,27,Sun,8,8,@,BUF,L 17-27,17,27,-10,44,19,30,11,63.3,190,2,1,6.7,3.3,91.4,2,13,6.25,6.3,5.94,6.17,5.78,10.0,31,208,6.7,0,398,63,6.32,54,6.83,1,33:48,3:04,13,25,52.0,216,2,2,2,2,74.7,27,153,5.7,1,55,-26,29,1
